Date,Flight Name,Stops,Price,Duration,Departure-Time,Arrival-Time
2024-12-10,"SWISS, T'way Air",3 stops,€771,82h 20m,12:55,10:15+4
2024-12-10,"Emirates, Qantas Airways",1 stop,"€1,206",22h 20m,13:10,22:30+1
2024-12-10,KLM,2 stops,€983,26h 05m,17:25,06:30+2
2024-12-10,Air France,2 stops,€994,26h 50m,16:40,06:30+2
2024-12-10,Finnair,2 stops,"€1,081",25h 25m,18:05,06:30+2
2024-12-10,KLM,3 stops,€938,26h 45m,17:25,07:10+2
2024-12-10,KLM,2 stops,"€1,002",27h 00m,17:25,07:25+2
2024-12-10,KLM,3 stops,€937,27h 00m,17:25,07:25+2
2024-12-10,Etihad Airways,2 stops,"€1,088",25h 00m,08:25,20:25+1
2024-12-10,Air France,2 stops,€994,27h 45m,16:40,07:25+2
2024-12-10,Finnair,2 stops,"€1,081",26h 20m,18:05,07:25+2
2024-12-10,"Etihad Airways, Virgin Australia",2 stops,"€1,107",25h 00m,08:25,20:25+1
2024-12-10,Etihad Airways,2 stops,"€1,088",26h 30m,08:25,21:55+1
2024-12-10,Multiple Airlines,2 stops,"€1,189",25h 30m,10:00,22:30+1
2024-12-10,"Aer Lingus, Qantas Airways",2 stops,"€1,189",25h 30m,10:00,22:30+1
2024-12-11,KLM,3 stops,"€1,003",26h 45m,17:25,07:10+2
2024-12-11,"Aer Lingus, China Eastern",3 stops,€603,55h 10m,16:50,11:00+3
2024-12-11,KLM,3 stops,"€1,002",27h 00m,17:25,07:25+2
2024-12-11,Qantas Airways,1 stop,"€1,309",22h 20m,13:10,22:30+1
2024-12-11,"Emirates, Qantas Airways",1 stop,"€1,309",22h 20m,13:10,22:30+1
2024-12-11,Air France,2 stops,"€1,114",26h 50m,16:40,06:30+2
2024-12-11,KLM,3 stops,€938,30h 45m,13:25,07:10+2
2024-12-11,SWISS,2 stops,"€1,246",24h 15m,18:40,05:55+2
2024-12-11,KLM,3 stops,€937,31h 00m,13:25,07:25+2
2024-12-11,Air France,2 stops,"€1,114",27h 45m,16:40,07:25+2
2024-12-11,KLM,2 stops,"€1,169",27h 00m,17:25,07:25+2
2024-12-11,Lufthansa,2 stops,"€1,258",24h 55m,18:00,05:55+2
2024-12-11,SWISS,2 stops,"€1,246",26h 00m,18:40,07:40+2
2024-12-11,Lufthansa,2 stops,"€1,265",25h 30m,17:25,05:55+2
2024-12-11,Turkish Airlines,2 stops,"€1,111",29h 45m,16:55,09:40+2
2024-12-11,KLM,2 stops,"€1,289",26h 05m,17:25,06:30+2
2024-12-12,KLM,3 stops,"€1,002",31h 00m,13:25,07:25+2
2024-12-12,Multiple Airlines,3 stops,€576,34h 25m,11:50,09:15+2
2024-12-12,"Aer Lingus, China Eastern",2 stops,€731,36h 40m,06:50,06:30+2
2024-12-12,"Lufthansa, Scoot",2 stops,€900,31h 50m,18:00,12:50+2
2024-12-12,Emirates,1 stop,"€1,367",23h 10m,20:50,07:00+2
2024-12-12,Turkish Airlines,2 stops,"€1,098",29h 50m,16:50,09:40+2
2024-12-12,Qantas Airways,1 stop,"€1,389",23h 10m,20:50,07:00+2
2024-12-12,"Aer Lingus, Air India",2 stops,€923,31h 50m,13:20,08:10+2
2024-12-12,"Lufthansa, China Eastern",3 stops,€809,31h 40m,11:50,06:30+2
2024-12-12,Multiple Airlines,3 stops,€906,28h 15m,18:00,09:15+2
2024-12-12,KLM,3 stops,"€1,080",26h 45m,17:25,07:10+2
2024-12-12,Turkish Airlines,2 stops,"€1,099",32h 00m,14:40,09:40+2
2024-12-12,Multiple Airlines,3 stops,€744,36h 40m,06:50,06:30+2
2024-12-12,KLM,3 stops,"€1,079",27h 00m,17:25,07:25+2
2024-12-12,"Emirates, Qantas Airways",1 stop,"€1,411",23h 10m,20:50,07:00+2
2024-12-12,KLM,2 stops,"€1,145",30h 05m,13:25,06:30+2
2024-12-13,Qatar Airways,2 stops,"€1,762",30h 15m,14:10,07:25+2
2024-12-13,Multiple Airlines,3 stops,€557,52h 40m,19:50,11:30+3
2024-12-13,Turkish Airlines,2 stops,"€1,231",38h 40m,16:50,18:30+2
2024-12-13,Qantas Airways,1 stop,"€1,735",22h 20m,13:10,22:30+1
2024-12-13,"Emirates, Qantas Airways",1 stop,"€1,735",22h 20m,13:10,22:30+1
2024-12-13,Turkish Airlines,2 stops,"€1,231",40h 30m,15:00,18:30+2
2024-12-13,Multiple Airlines,3 stops,€617,47h 40m,19:50,06:30+3
2024-12-13,Multiple Airlines,2 stops,"€1,395",28h 05m,07:25,22:30+1
2024-12-13,Multiple Airlines,3 stops,€622,49h 15m,19:50,08:05+3
2024-12-13,Turkish Airlines,2 stops,"€1,496",30h 30m,16:50,10:20+2
2024-12-13,Qantas Airways,1 stop,"€1,775",23h 10m,20:50,07:00+2
2024-12-13,Etihad Airways,2 stops,"€1,439",36h 00m,08:25,07:25+2
2024-12-13,Multiple Airlines,3 stops,€617,51h 10m,19:50,10:00+3
2024-12-13,Turkish Airlines,2 stops,"€1,522",29h 50m,16:50,09:40+2
2024-12-13,"Emirates, Qantas Airways",1 stop,"€1,768",23h 10m,20:50,07:00+2
2024-12-13,Turkish Airlines,2 stops,"€1,496",32h 20m,15:00,10:20+2
2024-12-14,Qatar Airways,2 stops,"€1,664",26h 15m,07:55,21:10+1
2024-12-14,Multiple Airlines,3 stops,€683,36h 55m,06:55,06:50+2
2024-12-14,Multiple Airlines,3 stops,€654,58h 25m,18:00,15:25+3
2024-12-14,"KLM, T'way Air",2 stops,€934,33h 50m,13:25,10:15+2
2024-12-14,Qantas Airways,1 stop,"€1,720",23h 10m,20:50,07:00+2
2024-12-14,"KLM, Jetstar",2 stops,€943,33h 40m,13:25,10:05+2
2024-12-14,Multiple Airlines,2 stops,"€1,057",30h 00m,17:15,10:15+2
2024-12-14,Multiple Airlines,2 stops,"€1,069",29h 50m,17:15,10:05+2
2024-12-14,"Emirates, Qantas Airways",1 stop,"€1,720",23h 10m,20:50,07:00+2
2024-12-14,Qantas Airways,1 stop,"€1,523",34h 45m,20:50,18:35+2
2024-12-14,Qatar Airways,2 stops,"€1,584",26h 15m,07:55,21:10+1
2024-12-14,"KLM, Air India",2 stops,"€1,121",31h 45m,13:25,08:10+2
2024-12-14,Qantas Airways,1 stop,"€1,883",22h 20m,13:10,22:30+1
2024-12-14,"Emirates, Qantas Airways",1 stop,"€1,883",22h 20m,13:10,22:30+1
2024-12-14,Qatar Airways,2 stops,"€1,587",27h 15m,07:55,22:10+1
2024-12-14,"Aer Lingus, Etihad Airways",3 stops,"€1,016",39h 50m,06:50,09:40+2
2024-12-14,Finnair,2 stops,"€1,483",37h 20m,09:45,10:05+2
2024-12-15,Qantas Airways,1 stop,"€1,711",22h 20m,13:10,22:30+1
2024-12-15,Qatar Airways,2 stops,"€1,664",26h 15m,07:55,21:10+1
2024-12-15,Qantas Airways,1 stop,"€1,711",23h 10m,20:50,07:00+2
2024-12-15,SWISS,2 stops,"€1,928",24h 15m,18:40,05:55+2
2024-12-15,Lufthansa,2 stops,"€1,930",24h 55m,18:00,05:55+2
2024-12-15,Qatar Airways,2 stops,"€1,664",27h 15m,07:55,22:10+1
2024-12-15,Qatar Airways,2 stops,"€1,762",26h 30m,07:55,21:25+1
2024-12-15,SWISS,2 stops,"€1,928",26h 00m,18:40,07:40+2
2024-12-15,Lufthansa,2 stops,"€1,936",25h 25m,17:30,05:55+2
2024-12-15,SWISS,2 stops,"€1,989",25h 35m,18:40,07:15+2
2024-12-15,Air France,2 stops,"€1,941",26h 50m,16:40,06:30+2
2024-12-15,Qantas Airways,1 stop,"€1,711",30h 50m,13:10,07:00+2
2024-12-15,Lufthansa,2 stops,"€1,997",26h 45m,17:30,07:15+2
2024-12-15,Turkish Airlines,2 stops,"€1,693",30h 30m,16:50,10:20+2
2024-12-15,Qatar Airways,2 stops,"€1,912",27h 30m,07:55,22:25+1
2024-12-16,Qatar Airways,2 stops,"€1,625",27h 15m,07:55,22:10+1
2024-12-16,Multiple Airlines,3 stops,€644,37h 15m,13:20,13:35+2
2024-12-16,Multiple Airlines,3 stops,€552,59h 05m,16:50,14:55+3
2024-12-16,XiamenAir,2 stops,"€1,008",34h 00m,13:25,10:25+2
2024-12-16,Multiple Airlines,3 stops,€724,33h 05m,13:20,09:25+2
2024-12-16,Multiple Airlines,3 stops,€707,34h 05m,13:20,10:25+2
2024-12-16,Multiple Airlines,3 stops,€733,33h 05m,13:20,09:25+2
2024-12-16,"Aer Lingus, Emirates",2 stops,"€1,384",25h 20m,06:15,18:35+1
2024-12-16,Multiple Airlines,3 stops,€660,36h 55m,13:20,13:15+2
2024-12-16,Multiple Airlines,3 stops,€736,33h 05m,13:20,09:25+2
2024-12-16,Multiple Airlines,2 stops,"€1,315",28h 05m,17:15,08:20+2
2024-12-16,"Turkish Airlines, VietJet Air",2 stops,"€1,151",28h 10m,16:55,08:05+2
2024-12-16,Multiple Airlines,3 stops,€670,36h 50m,06:40,06:30+2
2024-12-16,Emirates,1 stop,"€1,683",22h 20m,13:10,22:30+1
2024-12-16,Qantas Airways,1 stop,"€1,695",22h 20m,13:10,22:30+1
2024-12-16,"Emirates, Qantas Airways",1 stop,"€1,695",22h 20m,13:10,22:30+1
2024-12-16,Etihad Airways,1 stop,"€1,419",35h 30m,08:25,06:55+2
2024-12-17,Qatar Airways,2 stops,"€1,625",27h 15m,07:55,22:10+1
2024-12-17,Qantas Airways,1 stop,"€1,695",23h 10m,20:50,07:00+2
2024-12-17,Turkish Airlines,2 stops,"€1,458",38h 40m,16:50,18:30+2
2024-12-17,Qatar Airways,2 stops,"€1,570",27h 15m,07:55,22:10+1
2024-12-17,"Emirates, Qantas Airways",1 stop,"€1,695",23h 10m,20:50,07:00+2
2024-12-17,Qantas Airways,1 stop,"€1,619",34h 45m,20:50,18:35+2
2024-12-17,"Emirates, Qantas Airways",1 stop,"€1,858",22h 20m,13:10,22:30+1
2024-12-17,Qantas Airways,1 stop,"€1,858",22h 20m,13:10,22:30+1
2024-12-17,Qantas Airways,1 stop,"€1,695",30h 50m,13:10,07:00+2
2024-12-17,"Emirates, Qantas Airways",1 stop,"€1,695",30h 50m,13:10,07:00+2
2024-12-17,"Emirates, Qantas Airways",1 stop,"€1,665",34h 45m,20:50,18:35+2
2024-12-17,Etihad Airways,2 stops,"€1,609",36h 00m,08:25,07:25+2
2024-12-17,Qantas Airways,2 stops,"€1,723",26h 35m,20:50,10:25+2
2024-12-17,Turkish Airlines,2 stops,"€1,689",30h 30m,16:50,10:20+2
2024-12-17,Qatar Airways,2 stops,"€1,808",27h 30m,07:55,22:25+1
2024-12-17,Multiple Airlines,2 stops,"€1,826",25h 10m,10:20,22:30+1
2024-12-17,"Aer Lingus, Qantas Airways",2 stops,"€1,826",25h 10m,10:20,22:30+1
2024-12-18,XiamenAir,2 stops,"€1,009",34h 00m,13:25,10:25+2
2024-12-18,Etihad Airways,1 stop,"€1,560",23h 10m,08:25,18:35+1
2024-12-18,"Aer Lingus, Emirates",2 stops,"€1,384",25h 20m,06:15,18:35+1
2024-12-18,"Aer Lingus, Emirates",2 stops,"€1,384",25h 30m,10:00,22:30+1
2024-12-18,"Aer Lingus, China Eastern",2 stops,"€1,043",36h 40m,06:50,06:30+2
2024-12-18,Multiple Airlines,2 stops,"€1,441",28h 05m,17:15,08:20+2
2024-12-18,"Aer Lingus, Emirates",2 stops,"€1,446",29h 15m,06:15,22:30+1
2024-12-18,Emirates,1 stop,"€1,963",23h 10m,20:50,07:00+2
2024-12-18,Qatar Airways,1 stop,"€1,928",23h 55m,07:55,18:50+1
2024-12-18,Qantas Airways,1 stop,"€1,985",23h 10m,20:50,07:00+2
2024-12-18,"Aer Lingus, Asiana Airlines",2 stops,"€1,450",32h 00m,13:20,08:20+2
2024-12-18,"Aer Lingus, China Airlines",2 stops,"€1,436",33h 40m,15:30,12:10+2
2024-12-18,"Emirates, Qantas Airways",1 stop,"€2,024",23h 10m,20:50,07:00+2
2024-12-18,Etihad Airways,1 stop,"€1,670",35h 30m,08:25,06:55+2
2024-12-18,"Aer Lingus, Thai Airways",2 stops,"€1,600",28h 10m,06:40,21:50+1
2024-12-19,Qatar Airways,2 stops,"€2,034",30h 15m,14:10,07:25+2
2024-12-19,"Aer Lingus, Air India",2 stops,€965,31h 50m,13:20,08:10+2
2024-12-19,"KLM, Air India",2 stops,€994,31h 45m,13:25,08:10+2
2024-12-19,"Aer Lingus, Emirates",2 stops,"€1,461",25h 20m,06:15,18:35+1
2024-12-19,"Aer Lingus, Air India",2 stops,€979,35h 10m,10:00,08:10+2
2024-12-19,Qatar Airways,1 stop,"€1,964",23h 55m,07:55,18:50+1
2024-12-19,"KLM, T'way Air",2 stops,"€1,378",29h 50m,17:25,10:15+2
2024-12-19,"Lufthansa, China Eastern",3 stops,"€1,124",31h 40m,11:50,06:30+2
2024-12-19,"Etihad Airways, Juneyao Airlines",3 stops,"€1,054",35h 05m,08:25,06:30+2
2024-12-19,Emirates,1 stop,"€2,219",22h 20m,13:10,22:30+1
2024-12-19,Qantas Airways,1 stop,"€2,241",22h 20m,13:10,22:30+1
2024-12-19,"Lufthansa, Air India",2 stops,"€1,295",33h 20m,11:50,08:10+2
2024-12-19,"Turkish Airlines, Batik Air",2 stops,"€1,833",26h 25m,16:50,06:15+2
2024-12-19,"Aer Lingus, SriLankan Airlines",2 stops,"€1,503",36h 25m,16:30,15:55+2
2024-12-19,"Emirates, Qantas Airways",1 stop,"€2,230",22h 20m,13:10,22:30+1
2024-12-19,"Scandinavian Airlines, Air India",3 stops,"€1,129",33h 55m,11:15,08:10+2
2024-12-20,Qatar Airways,2 stops,"€2,667",30h 15m,14:10,07:25+2
2024-12-20,"British Airways, China Airlines",2 stops,"€1,703",33h 10m,16:00,12:10+2
2024-12-20,"SWISS, Sichuan Airlines",3 stops,"€1,135",81h 45m,18:40,15:25+4
2024-12-20,Qantas Airways,1 stop,"€2,313",22h 20m,13:10,22:30+1
2024-12-20,"Emirates, Qantas Airways",1 stop,"€2,313",22h 20m,13:10,22:30+1
2024-12-20,Turkish Airlines,2 stops,"€1,912",29h 50m,16:50,09:40+2
2024-12-20,"British Airways, China Airlines",2 stops,"€1,702",38h 00m,11:10,12:10+2
2024-12-20,Turkish Airlines,2 stops,"€1,911",31h 40m,15:00,09:40+2
2024-12-20,Qantas Airways,1 stop,"€2,313",30h 50m,13:10,07:00+2
2024-12-20,"British Airways, China Airlines",2 stops,"€1,700",40h 15m,08:55,12:10+2
2024-12-20,Turkish Airlines,2 stops,"€1,914",35h 45m,10:55,09:40+2
2024-12-20,"British Airways, China Airlines",2 stops,"€1,697",42h 10m,07:00,12:10+2
2024-12-20,"Emirates, Qantas Airways",1 stop,"€2,313",30h 50m,13:10,07:00+2
2024-12-20,"Qantas Airways, Emirates",1 stop,"€3,023",22h 20m,13:10,22:30+1
2024-12-20,Etihad Airways,2 stops,"€1,962",36h 00m,08:25,07:25+2
2024-12-20,KLM,2 stops,"€2,126",33h 55m,13:25,10:20+2
2024-12-20,Emirates,2 stops,"€2,306",30h 20m,13:10,06:30+2
2024-12-21,Etihad Airways,2 stops,"€2,216",25h 45m,08:25,21:10+1
2024-12-21,"British Airways, Qantas Airways",2 stops,"€2,389",28h 20m,16:05,07:25+2
2024-12-21,"Aer Lingus, Qantas Airways",2 stops,"€2,489",27h 55m,16:30,07:25+2
2024-12-21,British Airways,2 stops,"€2,661",26h 05m,17:50,06:55+2
2024-12-21,British Airways,2 stops,"€2,659",26h 35m,17:50,07:25+2
2024-12-21,"Aer Lingus, Qantas Airways",2 stops,"€2,454",28h 55m,15:30,07:25+2
2024-12-21,Emirates,2 stops,"€2,340",30h 20m,13:10,06:30+2
2024-12-21,British Airways,2 stops,"€2,661",27h 25m,16:30,06:55+2
2024-12-21,Etihad Airways,2 stops,"€2,817",25h 00m,08:25,20:25+1
2024-12-21,British Airways,2 stops,"€2,661",27h 50m,16:05,06:55+2
2024-12-21,British Airways,2 stops,"€2,661",27h 50m,16:05,06:55+2
2024-12-21,British Airways,2 stops,"€2,659",27h 55m,16:30,07:25+2
2024-12-21,SWISS,2 stops,"€2,864",26h 00m,18:40,07:40+2
2024-12-21,Etihad Airways,2 stops,"€2,817",25h 30m,08:25,20:55+1
2024-12-21,British Airways,2 stops,"€2,659",28h 20m,16:05,07:25+2
2024-12-22,Qantas Airways,1 stop,"€2,311",22h 20m,13:10,22:30+1
2024-12-22,Turkish Airlines,2 stops,"€1,693",30h 30m,16:50,10:20+2
2024-12-22,Qantas Airways,1 stop,"€2,311",23h 10m,20:50,07:00+2
2024-12-22,Qatar Airways,2 stops,"€1,921",26h 15m,07:55,21:10+1
2024-12-22,Qatar Airways,2 stops,"€1,921",27h 15m,07:55,22:10+1
2024-12-22,"Aer Lingus, Qantas Airways",2 stops,"€2,022",27h 55m,16:30,07:25+2
2024-12-22,Etihad Airways,2 stops,"€2,216",25h 00m,08:25,20:25+1
2024-12-22,Etihad Airways,2 stops,"€2,216",25h 30m,08:25,20:55+1
2024-12-22,KLM,2 stops,"€2,136",27h 10m,17:20,07:30+2
2024-12-22,"Aer Lingus, Qantas Airways",2 stops,"€2,022",28h 55m,15:30,07:25+2
2024-12-22,Etihad Airways,2 stops,"€2,216",26h 00m,08:25,21:25+1
2024-12-22,Qatar Airways,2 stops,"€2,197",26h 30m,07:55,21:25+1
2024-12-22,Etihad Airways,2 stops,"€2,216",26h 30m,08:25,21:55+1
2024-12-22,Qatar Airways,2 stops,"€2,197",27h 00m,07:55,21:55+1
2024-12-22,SWISS,2 stops,"€2,419",25h 35m,18:40,07:15+2
2024-12-23,"British Airways, China Airlines",2 stops,"€1,022",33h 10m,16:00,12:10+2
2024-12-23,"Emirates, Jetstar",2 stops,€986,27h 40m,20:50,11:30+2
2024-12-23,"Aer Lingus, China Airlines",2 stops,€975,41h 30m,07:40,12:10+2
2024-12-23,Emirates,1 stop,"€1,444",23h 10m,20:50,07:00+2
2024-12-23,"Emirates, Vietnam Airlines",2 stops,"€1,111",26h 00m,20:50,09:50+2
2024-12-23,"Aer Lingus, China Airlines",2 stops,€986,33h 40m,15:30,12:10+2
2024-12-23,British Airways,2 stops,"€1,227",27h 55m,16:00,06:55+2
2024-12-23,Qantas Airways,1 stop,"€1,467",23h 10m,20:50,07:00+2
2024-12-23,"Aer Lingus, China Airlines",2 stops,€986,34h 55m,14:15,12:10+2
2024-12-23,"British Airways, China Airlines",2 stops,"€1,012",33h 10m,16:00,12:10+2
2024-12-23,"Scandinavian Airlines, Air India",2 stops,"€1,164",32h 40m,12:30,08:10+2
2024-12-23,Etihad Airways,1 stop,"€1,501",23h 10m,08:25,18:35+1
2024-12-23,"Emirates, Qantas Airways",1 stop,"€1,491",23h 10m,20:50,07:00+2
2024-12-23,"Aer Lingus, Qantas Airways",2 stops,"€1,334",25h 10m,10:20,22:30+1
2024-12-23,Multiple Airlines,2 stops,"€1,334",25h 10m,10:20,22:30+1
2024-12-23,"Aer Lingus, China Airlines",2 stops,"€1,025",37h 05m,12:05,12:10+2
2024-12-23,"Aer Lingus, Emirates",2 stops,"€1,381",25h 10m,10:20,22:30+1
2024-12-24,"Aer Lingus, Emirates",2 stops,"€1,206",29h 45m,14:15,07:00+2
2024-12-24,Emirates,1 stop,"€1,250",23h 10m,20:50,07:00+2
2024-12-24,Multiple Airlines,3 stops,€658,54h 10m,13:20,06:30+3
2024-12-24,"Aer Lingus, Air India",2 stops,"€1,002",31h 50m,13:20,08:10+2
2024-12-24,Qantas Airways,1 stop,"€1,272",23h 10m,20:50,07:00+2
2024-12-24,Qatar Airways,1 stop,"€1,260",23h 55m,07:55,18:50+1
2024-12-24,"Aer Lingus, China Eastern",2 stops,"€1,011",31h 25m,12:05,06:30+2
2024-12-24,"Aer Lingus, China Southern",2 stops,"€1,108",26h 25m,06:55,20:20+1
2024-12-24,"British Airways, China Eastern",2 stops,"€1,043",30h 10m,13:20,06:30+2
2024-12-24,"Emirates, Qantas Airways",1 stop,"€1,360",22h 20m,13:10,22:30+1
2024-12-24,Emirates,1 stop,"€1,379",22h 20m,13:10,22:30+1
2024-12-24,"Emirates, Qantas Airways",1 stop,"€1,290",23h 10m,20:50,07:00+2
2024-12-24,"Aer Lingus, Qantas Airways",2 stops,"€1,182",29h 15m,14:15,06:30+2
2024-12-24,Qantas Airways,1 stop,"€1,392",22h 20m,13:10,22:30+1
2024-12-24,"Aer Lingus, China Eastern",2 stops,"€1,110",29h 15m,14:15,06:30+2
2024-12-24,Emirates,1 stop,"€1,264",34h 45m,20:50,18:35+2
2024-12-24,"Emirates, Vietnam Airlines",2 stops,"€1,192",26h 00m,20:50,09:50+2
2024-12-25,Japan Airlines,2 stops,"€2,367",33h 10m,10:40,06:50+2
2024-12-25,Japan Airlines,2 stops,"€2,367",36h 40m,07:10,06:50+2
2024-12-25,Japan Airlines,2 stops,"€2,367",57h 10m,10:40,06:50+3
2024-12-25,Japan Airlines,2 stops,"€2,367",60h 40m,07:10,06:50+3
2024-12-25,Japan Airlines,2 stops,"€2,927",57h 10m,10:40,06:50+3
2024-12-26,Turkish Airlines,2 stops,"€1,667",54h 30m,16:50,10:20+3
2024-12-26,Multiple Airlines,2 stops,"€1,511",25h 10m,10:20,22:30+1
2024-12-26,"Aer Lingus, Qantas Airways",2 stops,"€1,511",25h 10m,10:20,22:30+1
2024-12-26,"Emirates, Qantas Airways",1 stop,"€1,925",22h 20m,13:10,22:30+1
2024-12-26,Qantas Airways,1 stop,"€1,925",22h 20m,13:10,22:30+1
2024-12-26,Etihad Airways,2 stops,"€1,669",25h 45m,08:25,21:10+1
2024-12-26,"Aer Lingus, Qantas Airways",2 stops,"€1,590",25h 30m,10:00,22:30+1
2024-12-26,Qantas Airways,1 stop,"€1,925",23h 10m,20:50,07:00+2
2024-12-26,Multiple Airlines,2 stops,"€1,590",25h 30m,10:00,22:30+1
2024-12-26,"Emirates, Qantas Airways",1 stop,"€1,925",23h 10m,20:50,07:00+2
2024-12-26,Etihad Airways,2 stops,"€1,787",25h 00m,08:25,20:25+1
2024-12-26,"Emirates, Qantas Airways",1 stop,"€1,925",30h 50m,13:10,07:00+2
2024-12-26,Qantas Airways,1 stop,"€1,925",30h 50m,13:10,07:00+2
2024-12-26,Finnair,2 stops,"€1,680",36h 50m,09:45,09:35+2
2024-12-26,Etihad Airways,2 stops,"€1,787",25h 30m,08:25,20:55+1
2024-12-26,Finnair,2 stops,"€1,677",37h 20m,09:45,10:05+2
2024-12-27,Air France,2 stops,"€2,791",26h 50m,16:40,06:30+2
2024-12-27,KLM,2 stops,"€2,966",26h 05m,17:25,06:30+2
2024-12-27,KLM,2 stops,"€2,966",27h 00m,17:25,07:25+2
2024-12-27,KLM,2 stops,"€2,966",28h 00m,17:25,08:25+2
2024-12-27,KLM,3 stops,"€2,967",26h 45m,17:25,07:10+2
2024-12-27,KLM,3 stops,"€2,966",27h 00m,17:25,07:25+2
2024-12-27,KLM,2 stops,"€4,102",26h 30m,17:25,06:55+2
2024-12-28,Qatar Airways,2 stops,"€2,301",26h 15m,07:55,21:10+1
2024-12-28,"KLM, China Eastern",2 stops,"€1,202",30h 05m,13:25,06:30+2
2024-12-28,"SWISS, China Eastern",3 stops,"€1,184",48h 50m,18:40,06:30+3
2024-12-28,"KLM, Air India",2 stops,"€1,201",31h 45m,13:25,08:10+2
2024-12-28,"Emirates, Qantas Airways",1 stop,"€1,869",23h 10m,20:50,07:00+2
2024-12-28,Qantas Airways,1 stop,"€1,917",23h 10m,20:50,07:00+2
2024-12-28,"Emirates, Qantas Airways",1 stop,"€1,619",34h 45m,20:50,18:35+2
2024-12-28,Etihad Airways,2 stops,"€1,683",25h 45m,08:25,21:10+1
2024-12-28,Qantas Airways,1 stop,"€1,630",34h 45m,20:50,18:35+2
2024-12-28,Turkish Airlines,2 stops,"€1,542",30h 25m,16:55,10:20+2
2024-12-28,British Airways,2 stops,"€1,534",35h 15m,20:35,18:50+2
2024-12-28,"Emirates, Qantas Airways",1 stop,"€2,180",22h 20m,13:10,22:30+1
2024-12-28,Qantas Airways,1 stop,"€2,180",22h 20m,13:10,22:30+1
2024-12-28,Etihad Airways,2 stops,"€1,959",25h 00m,08:25,20:25+1
2024-12-28,Etihad Airways,2 stops,"€1,959",25h 30m,08:25,20:55+1
2024-12-28,Turkish Airlines,2 stops,"€1,652",36h 25m,10:55,10:20+2
2024-12-28,Etihad Airways,2 stops,"€1,959",26h 00m,08:25,21:25+1
2024-12-29,Qatar Airways,2 stops,"€1,757",27h 15m,07:55,22:10+1
2024-12-29,British Airways,2 stops,"€1,527",28h 05m,15:50,06:55+2
2024-12-29,"SWISS, Air China",3 stops,€975,57h 50m,18:40,15:30+3
2024-12-29,Qantas Airways,1 stop,"€1,892",22h 20m,13:10,22:30+1
2024-12-29,Turkish Airlines,2 stops,"€1,231",40h 50m,14:40,18:30+2
2024-12-29,"Emirates, Qantas Airways",1 stop,"€1,892",22h 20m,13:10,22:30+1
2024-12-29,Qantas Airways,1 stop,"€1,892",23h 10m,20:50,07:00+2
2024-12-29,"Emirates, Qantas Airways",1 stop,"€1,892",23h 10m,20:50,07:00+2
2024-12-29,Qatar Airways,2 stops,"€1,674",27h 15m,07:55,22:10+1
2024-12-29,Turkish Airlines,2 stops,"€1,440",38h 40m,16:50,18:30+2
2024-12-29,Qantas Airways,1 stop,"€1,892",30h 50m,13:10,07:00+2
2024-12-29,"Emirates, Qantas Airways",1 stop,"€1,892",30h 50m,13:10,07:00+2
2024-12-29,Finnair,2 stops,"€1,677",37h 20m,09:45,10:05+2
2024-12-29,British Airways,2 stops,"€1,868",25h 25m,18:30,06:55+2
2024-12-29,Etihad Airways,2 stops,"€1,685",36h 00m,08:25,07:25+2
2024-12-29,Turkish Airlines,2 stops,"€1,802",30h 30m,16:50,10:20+2
2024-12-29,SWISS,2 stops,"€1,911",25h 35m,18:40,07:15+2
2024-12-30,Qantas Airways,1 stop,"€1,577",22h 20m,13:10,22:30+1
2024-12-30,Finnair,2 stops,"€1,329",34h 50m,09:45,07:35+2
2024-12-30,Qantas Airways,1 stop,"€1,743",23h 10m,20:50,07:00+2
2024-12-30,British Airways,2 stops,"€1,546",26h 05m,17:50,06:55+2
2024-12-30,British Airways,2 stops,"€1,442",27h 55m,16:00,06:55+2
2024-12-30,British Airways,2 stops,"€1,484",27h 55m,16:00,06:55+2
2024-12-30,British Airways,2 stops,"€1,472",28h 25m,15:30,06:55+2
2024-12-30,SWISS,2 stops,"€1,928",24h 15m,18:40,05:55+2
2024-12-30,Turkish Airlines,2 stops,"€1,450",29h 45m,16:55,09:40+2
2024-12-30,British Airways,2 stops,"€1,472",29h 40m,14:15,06:55+2
2024-12-30,Lufthansa,2 stops,"€1,930",24h 55m,18:00,05:55+2
2024-12-30,Qatar Airways,2 stops,"€1,718",27h 15m,07:55,22:10+1
2024-12-30,Air France,2 stops,"€1,822",26h 50m,16:40,06:30+2
2024-12-30,SWISS,2 stops,"€1,989",25h 35m,18:40,07:15+2
2024-12-30,KLM,2 stops,"€1,997",26h 05m,17:25,06:30+2
2024-12-30,British Airways,2 stops,"€1,472",31h 50m,12:05,06:55+2
2024-12-31,Qatar Airways,1 stop,"€1,815",23h 55m,07:55,18:50+1
2024-12-31,Emirates,1 stop,"€1,433",23h 10m,20:50,07:00+2
2024-12-31,Multiple Airlines,3 stops,€636,52h 40m,06:15,21:55+2
2024-12-31,"Aer Lingus, KLM",2 stops,"€1,271",26h 15m,17:15,06:30+2
2024-12-31,"Hainan Airlines, Juneyao Airlines",2 stops,€870,32h 20m,11:10,06:30+2
2024-12-31,Qantas Airways,1 stop,"€1,479",23h 10m,20:50,07:00+2
