Date,Flight Name,Stops,Price,Duration,Departure-Time,Arrival-Time
2025-01-20,Qantas Airways,1 stop,"€1,603",23h 10m,20:50,07:00+2
2025-01-20,"Emirates, Qantas Airways",1 stop,"€1,603",23h 10m,20:50,07:00+2
2025-01-20,British Airways,2 stops,"€1,539",26h 05m,17:50,06:55+2
2025-01-20,Etihad Airways,2 stops,"€1,595",25h 00m,08:25,20:25+1
2025-01-20,Qatar Airways,2 stops,"€1,496",27h 15m,07:55,22:10+1
2025-01-20,Qatar Airways,2 stops,"€1,556",26h 30m,07:55,21:25+1
2025-01-20,Etihad Airways,2 stops,"€1,595",26h 00m,08:25,21:25+1
2025-01-20,British Airways,2 stops,"€1,540",27h 55m,16:00,06:55+2
2025-01-20,British Airways,2 stops,"€1,541",27h 55m,16:00,06:55+2
2025-01-20,Qatar Airways,2 stops,"€1,556",27h 00m,07:55,21:55+1
2025-01-20,Etihad Airways,2 stops,"€1,595",26h 30m,08:25,21:55+1
2025-01-21,Qantas Airways,1 stop,"€1,456",22h 20m,13:10,22:30+1
2025-01-21,Turkish Airlines,2 stops,"€1,021",38h 40m,16:50,18:30+2
2025-01-21,Finnair,2 stops,"€1,592",26h 20m,18:05,07:25+2
2025-01-21,Etihad Airways,2 stops,"€1,494",36h 00m,08:25,07:25+2
2025-01-21,Turkish Airlines,2 stops,"€1,021",44h 35m,10:55,18:30+2
2025-01-21,Etihad Airways,2 stops,"€1,494",37h 15m,08:25,08:40+2
2025-01-21,Finnair,2 stops,"€1,488",39h 45m,18:05,20:50+2
2025-01-21,Finnair,2 stops,"€1,830",50h 30m,18:05,07:35+3
2025-01-21,Finnair,2 stops,"€1,830",50h 30m,18:05,07:35+3
2025-01-21,Finnair,2 stops,"€1,866",61h 45m,18:05,18:50+3
2025-01-22,Qatar Airways,2 stops,"€1,549",27h 15m,07:55,22:10+1
2025-01-22,KLM,3 stops,€942,26h 45m,17:25,07:10+2
2025-01-22,Air France,2 stops,"€1,118",26h 50m,16:40,06:30+2
2025-01-22,Qantas Airways,1 stop,"€1,443",22h 20m,13:10,22:30+1
2025-01-22,Air France,2 stops,"€1,118",27h 45m,16:40,07:25+2
2025-01-22,"Emirates, Qantas Airways",1 stop,"€1,443",22h 20m,13:10,22:30+1
2025-01-22,Turkish Airlines,2 stops,"€1,114",29h 45m,16:55,09:40+2
2025-01-22,Turkish Airlines,2 stops,"€1,007",38h 35m,16:55,18:30+2
2025-01-22,Qantas Airways,1 stop,"€1,443",23h 10m,20:50,07:00+2
2025-01-22,"Emirates, Qantas Airways",1 stop,"€1,443",23h 10m,20:50,07:00+2
2025-01-22,Turkish Airlines,2 stops,"€1,007",44h 35m,10:55,18:30+2
2025-01-22,KLM,2 stops,"€1,293",26h 05m,17:25,06:30+2
2025-01-22,Turkish Airlines,2 stops,"€1,115",35h 45m,10:55,09:40+2
2025-01-22,Air France,2 stops,"€1,141",35h 30m,08:55,07:25+2
2025-01-22,"Emirates, Qantas Airways",1 stop,"€1,443",30h 50m,13:10,07:00+2
2025-01-22,KLM,2 stops,"€1,293",27h 00m,17:25,07:25+2
2025-01-23,Qatar Airways,2 stops,"€1,634",27h 15m,07:55,22:10+1
2025-01-23,KLM,3 stops,€939,26h 45m,17:25,07:10+2
2025-01-23,Qantas Airways,1 stop,"€1,443",22h 20m,13:10,22:30+1
2025-01-23,"Emirates, Qantas Airways",1 stop,"€1,443",22h 20m,13:10,22:30+1
2025-01-23,Etihad Airways,2 stops,"€1,323",25h 00m,08:25,20:25+1
2025-01-23,Etihad Airways,2 stops,"€1,323",25h 30m,08:25,20:55+1
2025-01-23,Qantas Airways,1 stop,"€1,603",23h 10m,20:50,07:00+2
2025-01-23,"Emirates, Qantas Airways",1 stop,"€1,603",23h 10m,20:50,07:00+2
2025-01-23,Etihad Airways,2 stops,"€1,323",25h 45m,08:25,21:10+1
2025-01-23,KLM,3 stops,€939,30h 45m,13:25,07:10+2
2025-01-23,Etihad Airways,2 stops,"€1,323",26h 00m,08:25,21:25+1
2025-01-23,Etihad Airways,2 stops,"€1,323",26h 30m,08:25,21:55+1
2025-01-23,Etihad Airways,2 stops,"€1,323",27h 00m,08:25,22:25+1
2025-01-23,Multiple Airlines,2 stops,"€1,509",25h 30m,10:00,22:30+1
2025-01-23,"Aer Lingus, Qantas Airways",2 stops,"€1,509",25h 30m,10:00,22:30+1
2025-01-23,Multiple Airlines,2 stops,"€1,576",25h 10m,10:20,22:30+1
2025-01-24,Turkish Airlines,2 stops,€936,38h 40m,16:50,18:30+2
2025-01-24,KLM,3 stops,€933,33h 15m,13:25,09:40+2
2025-01-24,"Emirates, Qantas Airways",1 stop,"€1,434",22h 20m,13:10,22:30+1
2025-01-24,Qantas Airways,1 stop,"€1,445",22h 20m,13:10,22:30+1
2025-01-24,KLM,3 stops,"€1,081",26h 45m,17:25,07:10+2
2025-01-24,Turkish Airlines,2 stops,"€1,109",29h 50m,16:50,09:40+2
2025-01-24,Turkish Airlines,2 stops,"€1,098",31h 40m,15:00,09:40+2
2025-01-24,Turkish Airlines,2 stops,€936,38h 40m,16:50,18:30+2
2025-01-24,Qantas Airways,1 stop,"€1,468",23h 10m,20:50,07:00+2
2025-01-24,"Emirates, Qantas Airways",1 stop,"€1,468",23h 10m,20:50,07:00+2
2025-01-24,Turkish Airlines,2 stops,€936,40h 30m,15:00,18:30+2
2025-01-24,KLM,2 stops,"€1,290",28h 00m,17:25,08:25+2
2025-01-24,"British Airways, Malaysia Airlines",2 stops,"€1,182",31h 20m,16:00,10:20+2
2025-01-24,KLM,3 stops,€947,37h 50m,08:50,09:40+2
2025-01-24,KLM,3 stops,"€1,081",30h 45m,13:25,07:10+2
2025-01-24,Turkish Airlines,2 stops,€936,44h 35m,10:55,18:30+2
2025-01-25,KLM,2 stops,€901,40h 45m,05:55,09:40+2
2025-01-25,Qantas Airways,1 stop,"€1,480",22h 20m,13:10,22:30+1
2025-01-25,Multiple Airlines,3 stops,€751,58h 25m,18:00,15:25+3
2025-01-25,KLM,3 stops,€879,33h 15m,13:25,09:40+2
2025-01-25,KLM,2 stops,€895,40h 45m,05:55,09:40+2
2025-01-25,KLM,3 stops,"€1,171",26h 50m,17:20,07:10+2
2025-01-25,Etihad Airways,2 stops,"€1,013",38h 15m,08:25,09:40+2
2025-01-25,Qantas Airways,1 stop,"€1,650",23h 10m,20:50,07:00+2
2025-01-25,KLM,3 stops,€933,37h 50m,08:50,09:40+2
2025-01-25,Etihad Airways,2 stops,"€1,013",38h 15m,08:25,09:40+2
2025-01-25,KLM,3 stops,€893,40h 45m,05:55,09:40+2
2025-01-25,Etihad Airways,2 stops,"€1,459",25h 00m,08:25,20:25+1
2025-01-25,Qantas Airways,1 stop,"€1,480",34h 45m,20:50,18:35+2
2025-01-25,KLM,3 stops,"€1,171",30h 45m,13:25,07:10+2
2025-01-25,British Airways,2 stops,"€1,417",27h 50m,16:05,06:55+2
2025-01-25,Etihad Airways,2 stops,"€1,459",26h 00m,08:25,21:25+1
2025-01-25,KLM,3 stops,"€1,171",35h 20m,08:50,07:10+2
2025-01-26,Qatar Airways,2 stops,"€1,537",27h 30m,07:55,22:25+1
2025-01-26,Turkish Airlines,2 stops,€811,38h 40m,16:50,18:30+2
2025-01-26,Multiple Airlines,3 stops,€755,53h 05m,23:20,15:25+3
2025-01-26,Turkish Airlines,2 stops,€806,40h 50m,14:40,18:30+2
2025-01-26,KLM,3 stops,"€1,081",26h 50m,17:20,07:10+2
2025-01-26,"Emirates, Qantas Airways",1 stop,"€1,409",23h 10m,20:50,07:00+2
2025-01-26,Qantas Airways,1 stop,"€1,420",23h 10m,20:50,07:00+2
2025-01-26,Air France,2 stops,"€1,043",33h 55m,16:40,13:35+2
2025-01-26,Turkish Airlines,2 stops,€806,44h 35m,10:55,18:30+2
2025-01-26,KLM,2 stops,"€1,290",28h 05m,17:20,08:25+2
2025-01-26,"British Airways, Malaysia Airlines",2 stops,"€1,182",32h 05m,15:15,10:20+2
2025-01-26,KLM,3 stops,"€1,004",35h 20m,08:50,07:10+2
2025-01-26,Qantas Airways,1 stop,"€1,603",22h 20m,13:10,22:30+1
2025-01-26,"Emirates, Qantas Airways",1 stop,"€1,603",22h 20m,13:10,22:30+1
2025-01-26,Qantas Airways,1 stop,"€1,356",34h 45m,20:50,18:35+2
2025-01-26,Air France,2 stops,"€1,043",41h 40m,08:55,13:35+2
2025-01-26,KLM,3 stops,"€1,018",38h 15m,05:55,07:10+2
2025-01-27,Qatar Airways,2 stops,"€1,498",27h 30m,07:55,22:25+1
2025-01-27,KLM,3 stops,€886,26h 45m,17:25,07:10+2
2025-01-27,KLM,3 stops,€879,33h 15m,13:25,09:40+2
2025-01-27,Qantas Airways,1 stop,"€1,345",22h 20m,13:10,22:30+1
2025-01-27,"Emirates, Qantas Airways",1 stop,"€1,345",22h 20m,13:10,22:30+1
2025-01-27,KLM,3 stops,€886,30h 45m,13:25,07:10+2
2025-01-27,Air France,2 stops,"€1,116",27h 45m,16:40,07:25+2
2025-01-27,British Airways,2 stops,"€1,132",27h 55m,16:00,06:55+2
2025-01-27,KLM,3 stops,"€1,008",27h 00m,17:25,07:25+2
2025-01-27,Turkish Airlines,2 stops,"€1,109",29h 45m,16:55,09:40+2
2025-01-27,KLM,2 stops,€945,37h 50m,08:50,09:40+2
2025-01-27,KLM,3 stops,€886,35h 20m,08:50,07:10+2
2025-01-27,KLM,3 stops,"€1,008",31h 00m,13:25,07:25+2
2025-01-27,"Emirates, Qantas Airways",1 stop,"€1,603",23h 10m,20:50,07:00+2
2025-01-27,Qantas Airways,1 stop,"€1,603",23h 10m,20:50,07:00+2
2025-01-27,KLM,3 stops,€893,37h 50m,08:50,09:40+2
2025-01-28,KLM,3 stops,€888,26h 45m,17:25,07:10+2
2025-01-28,Turkish Airlines,2 stops,€811,38h 40m,16:50,18:30+2
2025-01-28,Qantas Airways,1 stop,"€1,345",22h 20m,13:10,22:30+1
2025-01-28,"Emirates, Qantas Airways",1 stop,"€1,345",22h 20m,13:10,22:30+1
2025-01-28,KLM,3 stops,"€1,011",27h 00m,17:25,07:25+2
2025-01-28,KLM,3 stops,€888,30h 45m,13:25,07:10+2
2025-01-28,Etihad Airways,2 stops,"€1,342",25h 00m,08:25,20:25+1
2025-01-28,Etihad Airways,2 stops,"€1,342",26h 30m,08:25,21:55+1
2025-01-28,Multiple Airlines,2 stops,"€1,395",25h 30m,10:00,22:30+1
2025-01-28,"Aer Lingus, Qantas Airways",2 stops,"€1,395",25h 30m,10:00,22:30+1
2025-01-28,Multiple Airlines,2 stops,"€1,462",25h 10m,10:20,22:30+1
2025-01-28,"Aer Lingus, Qantas Airways",2 stops,"€1,462",25h 10m,10:20,22:30+1
2025-01-28,British Airways,2 stops,"€1,432",26h 00m,17:55,06:55+2
2025-01-28,Qatar Airways,2 stops,"€1,387",27h 30m,07:55,22:25+1
2025-01-28,Qatar Airways,2 stops,"€1,439",27h 00m,07:55,21:55+1
2025-01-29,Qatar Airways,2 stops,"€1,490",26h 30m,07:55,21:25+1
2025-01-29,KLM,3 stops,€886,26h 45m,17:25,07:10+2
2025-01-29,Turkish Airlines,2 stops,€800,38h 35m,16:55,18:30+2
2025-01-29,KLM,3 stops,€886,27h 00m,17:25,07:25+2
2025-01-29,Qantas Airways,1 stop,"€1,345",22h 20m,13:10,22:30+1
2025-01-29,"Emirates, Qantas Airways",1 stop,"€1,345",22h 20m,13:10,22:30+1
2025-01-29,KLM,3 stops,€886,30h 45m,13:25,07:10+2
2025-01-29,KLM,3 stops,€886,31h 00m,13:25,07:25+2
2025-01-29,Qantas Airways,1 stop,"€1,443",23h 10m,20:50,07:00+2
2025-01-29,"Emirates, Qantas Airways",1 stop,"€1,443",23h 10m,20:50,07:00+2
2025-01-29,Turkish Airlines,2 stops,"€1,109",29h 45m,16:55,09:40+2
2025-01-29,KLM,3 stops,€879,33h 15m,13:25,09:40+2
2025-01-29,Etihad Airways,2 stops,"€1,323",25h 00m,08:25,20:25+1
2025-01-29,Etihad Airways,2 stops,"€1,323",25h 30m,08:25,20:55+1
2025-01-29,Etihad Airways,2 stops,"€1,323",26h 00m,08:25,21:25+1
2025-01-29,Etihad Airways,2 stops,"€1,323",26h 30m,08:25,21:55+1
2025-01-30,Qatar Airways,2 stops,"€1,395",26h 30m,07:55,21:25+1
2025-01-30,KLM,3 stops,€888,26h 45m,17:25,07:10+2
2025-01-30,Qantas Airways,1 stop,"€1,297",22h 20m,13:10,22:30+1
2025-01-30,Air France,2 stops,"€1,118",26h 50m,16:40,06:30+2
2025-01-30,KLM,3 stops,"€1,011",27h 00m,17:25,07:25+2
2025-01-30,"Emirates, Qantas Airways",1 stop,"€1,345",22h 20m,13:10,22:30+1
2025-01-30,Air France,2 stops,"€1,141",28h 45m,16:40,08:25+2
2025-01-30,Qantas Airways,1 stop,"€1,345",23h 10m,20:50,07:00+2
2025-01-30,"Emirates, Qantas Airways",1 stop,"€1,345",23h 10m,20:50,07:00+2
2025-01-30,Qantas Airways,1 stop,"€1,257",34h 45m,20:50,18:35+2
2025-01-30,Turkish Airlines,2 stops,"€1,183",29h 50m,16:50,09:40+2
2025-01-30,KLM,3 stops,"€1,105",31h 00m,13:25,07:25+2
2025-01-30,Air France,2 stops,"€1,141",34h 35m,08:55,06:30+2
2025-01-30,Turkish Airlines,2 stops,"€1,183",32h 00m,14:40,09:40+2
2025-01-30,KLM,2 stops,"€1,293",26h 05m,17:25,06:30+2
2025-01-30,KLM,3 stops,"€1,105",35h 35m,08:50,07:25+2
