Stops,Price,Duration,Month,Airline,Departure-Time-Category
2,1013.0,38.25,1,Etihad Airways,5:00-11:00 AM
1,1650.0,23.17,1,Qantas Airways,5:00-11:00 PM
3,933.0,37.83,1,KLM,5:00-11:00 AM
2,1013.0,38.25,1,Etihad Airways,5:00-11:00 AM
3,893.0,40.75,1,KLM,5:00-11:00 AM
2,1459.0,25.0,1,Etihad Airways,5:00-11:00 AM
1,1480.0,34.75,1,Qantas Airways,5:00-11:00 PM
3,1171.0,30.75,1,KLM,11:00-5:00 PM
2,1417.0,27.83,1,British Airways,11:00-5:00 PM
2,1459.0,26.0,1,Etihad Airways,5:00-11:00 AM
3,1171.0,35.33,1,KLM,5:00-11:00 AM
2,1537.0,27.5,1,Other Airlines,5:00-11:00 AM
2,811.0,38.67,1,Turkish Airlines,11:00-5:00 PM
3,755.0,53.08,1,Other Airlines,11:00-5:00 AM
2,806.0,40.83,1,Turkish Airlines,11:00-5:00 PM
3,1081.0,26.83,1,KLM,5:00-11:00 PM
1,1409.0,23.17,1,Emirates,5:00-11:00 PM
1,1420.0,23.17,1,Qantas Airways,5:00-11:00 PM
2,1043.0,33.92,1,Air France,11:00-5:00 PM
2,806.0,44.58,1,Turkish Airlines,5:00-11:00 AM
2,1290.0,28.08,1,KLM,5:00-11:00 PM
2,1182.0,32.08,1,British Airways,11:00-5:00 PM
3,1004.0,35.33,1,KLM,5:00-11:00 AM
1,1603.0,22.33,1,Qantas Airways,11:00-5:00 PM
1,1603.0,22.33,1,Emirates,11:00-5:00 PM
1,1356.0,34.75,1,Qantas Airways,5:00-11:00 PM
2,1043.0,41.67,1,Air France,5:00-11:00 AM
3,1018.0,38.25,1,KLM,5:00-11:00 AM
2,1498.0,27.5,1,Other Airlines,5:00-11:00 AM
3,886.0,26.75,1,KLM,5:00-11:00 PM
3,879.0,33.25,1,KLM,11:00-5:00 PM
1,1345.0,22.33,1,Qantas Airways,11:00-5:00 PM
1,1345.0,22.33,1,Emirates,11:00-5:00 PM
3,886.0,30.75,1,KLM,11:00-5:00 PM
2,1116.0,27.75,1,Air France,11:00-5:00 PM
2,1132.0,27.92,1,British Airways,11:00-5:00 PM
3,1008.0,27.0,1,KLM,5:00-11:00 PM
2,1109.0,29.75,1,Turkish Airlines,11:00-5:00 PM
2,945.0,37.83,1,KLM,5:00-11:00 AM
3,886.0,35.33,1,KLM,5:00-11:00 AM
3,1008.0,31.0,1,KLM,11:00-5:00 PM
1,1603.0,23.17,1,Emirates,5:00-11:00 PM
1,1603.0,23.17,1,Qantas Airways,5:00-11:00 PM
3,893.0,37.83,1,KLM,5:00-11:00 AM
3,888.0,26.75,1,KLM,5:00-11:00 PM
2,811.0,38.67,1,Turkish Airlines,11:00-5:00 PM
1,1345.0,22.33,1,Qantas Airways,11:00-5:00 PM
1,1345.0,22.33,1,Emirates,11:00-5:00 PM
3,1011.0,27.0,1,KLM,5:00-11:00 PM
3,888.0,30.75,1,KLM,11:00-5:00 PM
2,1342.0,25.0,1,Etihad Airways,5:00-11:00 AM
2,1342.0,26.5,1,Etihad Airways,5:00-11:00 AM
2,1395.0,25.5,1,Other Airlines,5:00-11:00 AM
2,1395.0,25.5,1,Other Airlines,5:00-11:00 AM
2,1462.0,25.17,1,Other Airlines,5:00-11:00 AM
2,1462.0,25.17,1,Other Airlines,5:00-11:00 AM
2,1432.0,26.0,1,British Airways,5:00-11:00 PM
2,1387.0,27.5,1,Other Airlines,5:00-11:00 AM
2,1439.0,27.0,1,Other Airlines,5:00-11:00 AM
2,1490.0,26.5,1,Other Airlines,5:00-11:00 AM
3,886.0,26.75,1,KLM,5:00-11:00 PM
2,800.0,38.58,1,Turkish Airlines,11:00-5:00 PM
3,886.0,27.0,1,KLM,5:00-11:00 PM
1,1345.0,22.33,1,Qantas Airways,11:00-5:00 PM
1,1345.0,22.33,1,Emirates,11:00-5:00 PM
3,886.0,30.75,1,KLM,11:00-5:00 PM
3,886.0,31.0,1,KLM,11:00-5:00 PM
1,1443.0,23.17,1,Qantas Airways,5:00-11:00 PM
1,1443.0,23.17,1,Emirates,5:00-11:00 PM
2,1109.0,29.75,1,Turkish Airlines,11:00-5:00 PM
3,879.0,33.25,1,KLM,11:00-5:00 PM
2,1323.0,25.0,1,Etihad Airways,5:00-11:00 AM
2,1323.0,25.5,1,Etihad Airways,5:00-11:00 AM
2,1323.0,26.0,1,Etihad Airways,5:00-11:00 AM
2,1323.0,26.5,1,Etihad Airways,5:00-11:00 AM
2,1395.0,26.5,1,Other Airlines,5:00-11:00 AM
3,888.0,26.75,1,KLM,5:00-11:00 PM
1,1297.0,22.33,1,Qantas Airways,11:00-5:00 PM
2,1118.0,26.83,1,Air France,11:00-5:00 PM
3,1011.0,27.0,1,KLM,5:00-11:00 PM
1,1345.0,22.33,1,Emirates,11:00-5:00 PM
2,1141.0,28.75,1,Air France,11:00-5:00 PM
1,1345.0,23.17,1,Qantas Airways,5:00-11:00 PM
1,1345.0,23.17,1,Emirates,5:00-11:00 PM
1,1257.0,34.75,1,Qantas Airways,5:00-11:00 PM
2,1183.0,29.83,1,Turkish Airlines,11:00-5:00 PM
3,1105.0,31.0,1,KLM,11:00-5:00 PM
2,1141.0,34.58,1,Air France,5:00-11:00 AM
2,1183.0,32.0,1,Turkish Airlines,11:00-5:00 PM
2,1293.0,26.08,1,KLM,5:00-11:00 PM
3,1105.0,35.58,1,KLM,5:00-11:00 AM
